地区ID,地区_中文,地区_英文,人口_manpower,地区类型,地区建筑槽,本地补给,不可通行,拥有者TAG,拥有者_中文,拥有者_英文,控制者TAG,省份数,省份ID列表,胜利点城市数,胜利点合计,胜利点列表,资源,地区建筑,省份建筑,核心TAG,宣称TAG,其他历史字段,日期历史,来源州文件
878,哈坦斯基,Khatangsky,15974,pastoral,1,0.0,no,SOV,俄罗斯,Russia,,6,2900 4812 9224 11122 12687 13065,0,0,,,"{""infrastructure"": 1}",,SOV;TAY,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\878-Khatangsky.txt
879,卡尔戈波尔,Kargopol,210177,rural,2,0.0,no,SOV,俄罗斯,Russia,,17,3 18 26 72 89 127 138 3031 3086 6034 6051 6075 6109 9187 11071 11137 11178,1,1,138:卡尔戈波尔(1),,"{""infrastructure"": 1}",,SOV,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""industrial_complex"": 2}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\879-Kargopol.txt
880,科特拉斯,Kotlas,262721,rural,2,0.0,no,SOV,俄罗斯,Russia,,19,87 183 3064 3065 3081 3166 6088 6100 6166 6193 6199 9101 9124 9130 9213 11042 11061 11074 11089,1,1,11061:科特拉斯(1),,"{""infrastructure"": 1}",,SOV,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""industrial_complex"": 2}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\880-Kotlas.txt
881,卡拉干达,Karagandy,227016,pastoral,1,0.0,no,SOV,俄罗斯,Russia,,22,1243 1312 1382 1402 4250 4277 4389 4492 4595 7335 10179 10220 10268 10275 10277 10508 12111 12121 12177 12194 12385 12487,0,0,,"{""coal"": 6}","{""infrastructure"": 1}",,KAZ;SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\881-Karagandy.txt
882,巴甫洛达尔,Pavlodar,230210,rural,2,0.0,no,SOV,俄罗斯,Russia,,9,1879 4670 4685 7317 7708 10202 10235 10630 12616,1,1,7708:巴甫洛达尔(1),"{""chromium"": 6}","{""infrastructure"": 2}",,KAZ;SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\882-Pavlodar.txt
883,卡萨拉,Kassala,511402,rural,2,0.0,no,ENG,大不列颠,Great Britain,,5,1977 2003 2088 10902 12725,1,1,12725:苏丹港(1),,"{""infrastructure"": 1}","{""12725"": {""naval_base"": 3}}",SUD,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\883-Kassala.txt
884,上尼罗河,Upper Nile,1040121,pastoral,1,0.0,no,ENG,大不列颠,Great Britain,,4,2096 10859 10877 12800,0,0,,,"{""infrastructure"": 2}",,SUD,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\884-Upper Nile.txt
885,加扎勒河,Bahr al Ghazal,550000,pastoral,1,0.0,no,ENG,大不列颠,Great Britain,,4,1953 7996 10764 10908,0,0,,,"{""infrastructure"": 1}",,SUD,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\885-Bahr al Ghazal.txt
886,青尼罗河,Blue Nile,661102,pastoral,1,0.0,no,ENG,大不列颠,Great Britain,,6,1914 4918 10743 10784 12862 12887,0,0,,,"{""infrastructure"": 1}",,SUD,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\886-Blue Nile.txt
887,南达尔富尔,South Darfur,302020,wasteland,0,0.0,no,ENG,大不列颠,Great Britain,,3,1960 5060 10857,0,0,,,"{""infrastructure"": 1}",,SUD,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\887-South Darfur.txt
888,卢桑博,Lusambo,885237,pastoral,1,0.0,no,BEL,利奥波德比利时,Leopoldian Belgium,,8,1731 1929 2024 4128 7716 8016 9986 10858,1,1,2024:巴宽加(1),,"{""infrastructure"": 1}",,COG,,IF,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\888-Lusambo.txt
889,伊丽莎白维尔,Elisabethville,708190,pastoral,1,0.0,no,BEL,利奥波德比利时,Leopoldian Belgium,,7,191 1516 1817 1968 4515 12795 12907,1,2,191:伊丽莎白维尔(2),"{""tungsten"": 2.0}","{""infrastructure"": 1}",,COG;KAT,,IF,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\889-Elisabethville.txt
890,科斯特曼斯维尔,Costermansville,710035,pastoral,1,0.0,no,BEL,利奥波德比利时,Leopoldian Belgium,,7,1181 4201 4941 7161 10766 12783 13176,1,1,4941:阿尔贝维尔(1),"{""rubber"": 3.0}","{""infrastructure"": 1}",,COG,,IF,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\890-Costermansville.txt
891,赞比西,Zambesi,640000,pastoral,1,0.0,no,POR,葡萄牙,Portugal,,5,1552 2126 4735 8054 13372,0,0,,"{""rubber"": 1.0}","{""infrastructure"": 1}",,ANG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\891-Zambesi.txt
892,西南安哥拉,South West Angola,960000,pastoral,1,0.0,no,POR,葡萄牙,Portugal,,6,8138 8202 10966 12391 12958 12985,1,1,10966:新里斯本(1),,"{""infrastructure"": 1}",,ANG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\892-South West Angola.txt
893,卡拉斯,Karas,46200,wasteland,0,0.0,no,SAF,统一南非,Unitary South Africa,,5,2229 5154 5189 7605 10963,0,0,,,"{""infrastructure"": 2}",,SAF;NMB,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\893-Karas.txt
894,库内内,Kunene,69300,wasteland,0,0.0,no,SAF,统一南非,Unitary South Africa,,3,10957 10978 12921,0,0,,,"{""infrastructure"": 2}",,SAF;NMB,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\894-Kuneme.txt
895,奥乔宗朱帕,Otjozondjupa,92400,pastoral,1,0.0,no,SAF,统一南非,Unitary South Africa,,3,8136 12519 13217,0,0,,,"{""infrastructure"": 2}",,SAF;NMB,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\895-Kavango.txt
896,马尼卡-索法拉,Manica e Sofala,188600,pastoral,1,0.0,no,POR,葡萄牙,Portugal,,4,2120 5155 12935 12950,0,0,,,"{""infrastructure"": 2}",,MZB,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\896-Manica e Sofala.txt
897,赞比西亚-莫桑比克,Zambezia-Moçambique,1386000,pastoral,1,0.0,no,POR,葡萄牙,Portugal,,8,2123 2159 2180 2202 2217 5164 10972 12971,0,0,,,"{""infrastructure"": 2}","{""2123"": {""naval_base"": 1}}",MZB,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\897-Zambezia-Mocambique.txt
898,加奥,Gao,498718,wasteland,0,0.0,no,FRA,波旁法国,Bourbon France,,5,2044 5101 7930 7954 10788,0,0,,,"{""infrastructure"": 2}",,MLI,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\898-Gao.txt
899,卡伊-库利科罗,Kayes-Koulikoro,1163674,pastoral,1,0.0,no,FRA,波旁法国,Bourbon France,,6,2012 10812 10829 10915 12751 12838,0,0,,,"{""infrastructure"": 2}",,MLI,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\899-Kayes-Koulikoro.txt
900,贝努埃,Benue,1163674,pastoral,1,0.0,no,ENG,大不列颠,Great Britain,,5,1992 4889 7978 8034 10831,1,2,8034:埃努古(2),"{""coal"": 2}","{""infrastructure"": 2}",,NGA;BIA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\900-Benue.txt
901,博尔诺,Borno,166240,pastoral,1,0.0,no,ENG,大不列颠,Great Britain,,4,4997 5028 8109 10820,0,0,,,"{""infrastructure"": 1}",,NGA;SOK,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\901-Borno.txt
902,索科托,Sokoto,332479,pastoral,1,0.0,no,ENG,大不列颠,Great Britain,,7,1891 1932 1969 2025 4938 4972 8021,1,1,1891:索科托(1),,"{""infrastructure"": 1}",,NGA;SOK,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\902-Sokoto.txt
903,加里萨,Garissa,610560,pastoral,1,0.0,no,ENG,大不列颠,Great Britain,,4,8133 10761 10976 12927,0,0,,,"{""infrastructure"": 1}",,KEN;SOM,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\903-Garissa.txt
904,恩延扎裂谷,Nyanza-Rift Valley,678400,pastoral,1,0.0,no,ENG,大不列颠,Great Britain,,3,5160 10860 11145,0,0,,,"{""infrastructure"": 1}",,KEN,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\904-Nyanza-Rift Valley.txt
905,蒙巴萨,Mombasa,1017600,pastoral,1,0.0,no,ENG,大不列颠,Great Britain,,3,5196 5210 6020,1,1,5210:蒙巴萨(1),,"{""infrastructure"": 2}","{""5210"": {""naval_base"": 2}}",KEN,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\905-Mombasa.txt
906,索科特拉,Socotra,21303,small_island,1,0.0,no,ENG,大不列颠,Great Britain,,1,8000,0,0,,,"{""infrastructure"": 1}","{""8000"": {""naval_base"": 1}}",YEM,SOM,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\906-Socotra.txt
907,开罗,Cairo,6454865,town,4,0.0,no,ENG,大不列颠,Great Britain,,11,992 1068 3996 4055 4143 7011 7117 7188 10005 10031 12004,3,28,7011:开罗(20); 3996:吉萨(5); 1068:贝尼苏韦夫(3),,"{""air_base"": 5, ""industrial_complex"": 1, ""infrastructure"": 3}",,EGY,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\907-Cairo.txt
908,阿法尔,Afar,560000,rural,2,0.0,no,AFA,奥萨苏丹国,Sultanate of Aussa,,3,5041 13236 13240,1,2,13240:奥萨(2),,"{""arms_factory"": 1, ""infrastructure"": 1}",,ETH;AFA,,add_dynamic_modifier;set_variable,"{""1936.6.1"": {""claims"": [], ""controller"": ""ITA"", ""cores"": [], ""other_keys"": [], ""owner"": ""ITA"", ""province_buildings"": {}, ""state_buildings"": {}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\908-Afar.txt
909,石勒苏益格,Schleswig,152520,rural,2,0.0,no,GER,德意志帝国,German Empire,,3,317 3231 11366,1,3,317:弗伦斯堡(3),,"{""arms_factory"": 1, ""infrastructure"": 3}",,GER;SHL;PRE,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\909-South Schleswig.txt
910,博恩霍尔姆,Bornholm,45819,small_island,1,0.0,no,DEN,丹麦王国,Kingdom of Denmark,,1,6361,0,0,,,"{""industrial_complex"": 1, ""infrastructure"": 2}","{""6361"": {""naval_base"": 1}}",DEN,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\910-Bornholm.txt
911,菲英,Fyn,497073,town,4,0.0,no,DEN,丹麦王国,Kingdom of Denmark,,3,3325 3374 13260,1,5,3325:欧登塞(5),,"{""dockyard"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""3325"": {""naval_base"": 3}}",DEN,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {""3325"": {""naval_base"": 3}}, ""state_buildings"": {""dockyard"": 1, ""fuel_silo"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\911-Fyn.txt
912,南日德兰,Southern Jutland,418058,rural,2,0.0,no,DEN,丹麦王国,Kingdom of Denmark,,3,332 11251 13258,1,1,13258:森讷堡(1),,"{""industrial_complex"": 2, ""infrastructure"": 3}",,DEN,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\912-Sonderjylland.txt
913,东约特兰,Östergötland,505226,town,4,11.0,no,SWE,瑞典王国,Kingdom of Sweden,,11,6311 6397 9308 9393 11289 11311 11380 11390 13095 13264 13265,2,3,11380:北雪平(1); 9393:林雪平(2),"{""steel"": 3}","{""air_base"": 2, ""industrial_complex"": 1, ""infrastructure"": 3}","{""11380"": {""naval_base"": 1}}",SWE,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\913-Ostergotland.txt
914,扬马延,Jan Mayen,10,tiny_island,0,0.0,no,NOR,挪威,Norway,,1,13272,0,0,,,,"{""13272"": {""naval_base"": 1}}",NOR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\914-JanMayen.txt
915,布胡斯兰,Bohuslän,96212,rural,2,0.0,no,SWE,瑞典王国,Kingdom of Sweden,,2,171 6310,1,1,6310:乌德瓦拉(1),,"{""infrastructure"": 3}",,SWE,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\915-Bohuslan.txt
916,达拉纳,Dalarna,249717,rural,2,0.0,no,SWE,瑞典王国,Kingdom of Sweden,,18,77 114 156 202 3005 3070 3191 6093 6123 6147 6207 9068 9148 9173 9182 11053 11197 13099,1,1,156:法伦(1),"{""steel"": 20}","{""infrastructure"": 3}",,SWE,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\916-Dalarna.txt
917,耶姆特兰,Jämtland,65000,rural,2,0.0,no,SWE,瑞典王国,Kingdom of Sweden,,19,46 113 168 3039 3111 3162 6010 6129 6185 9066 9154 9171 9229 11049 11052 11116 11148 11187 13117,1,1,11148:厄斯特松德(1),"{""steel"": 20}","{""infrastructure"": 2}",,SWE;SMI,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\917-Jamtland.txt
918,西博滕,Västerbotten,315105,rural,2,0.0,no,SWE,瑞典王国,Kingdom of Sweden,,34,11 109 118 145 182 184 3003 3044 3062 3100 3113 3138 3173 6024 6083 6132 6152 6161 6200 9093 9095 9134 9143 9175 9211 9220 11026 11058 11067 11069 11112 11152 11190 11201,2,3,6132:于默奥(2); 109:威廉明娜(1),"{""chromium"": 15, ""steel"": 39, ""tungsten"": 35}","{""infrastructure"": 2}",,SWE;SMI,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\918-Vasterbotten.txt
919,韦姆兰,Värmland,296653,rural,2,0.0,no,SWE,瑞典王国,Kingdom of Sweden,,10,69 147 3128 3141 6028 6195 9054 9138 9218 11114,1,1,11114:卡尔斯塔德(1),"{""steel"": 4}","{""infrastructure"": 2}",,SWE,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\919-Varmland.txt
920,奥普兰,Opplandene,211532,rural,2,0.0,no,NOR,挪威,Norway,,22,10 27 111 133 179 3021 3105 3136 6042 6114 6136 6160 9032 9135 9157 9227 11028 11037 11113 11135 11206 144,1,3,3136:埃尔沃吕姆(3),"{""aluminium"": 5.0}","{""infrastructure"": 2}",,NOR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\920-Opplandene.txt
921,泰勒马克,Telemark,141502,rural,2,0.0,no,NOR,挪威,Norway,,10,100 3059 3094 6080 6184 9036 9204 11029 9174 6151,1,1,6151:希恩(1),,"{""industrial_complex"": 1, ""infrastructure"": 3}",,NOR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\921-Telemark.txt
922,阿格德尔,Agder,396425,town,4,0.0,no,NOR,挪威,Norway,,9,3049 3129 6072 9096 9196 9296 11176 11367 11101,1,3,9296:克里斯蒂安桑(3),"{""aluminium"": 5}","{""arms_factory"": 1, ""dockyard"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""9296"": {""coastal_bunker"": 1, ""naval_base"": 3}}",NOR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\922-Agder.txt
923,海尔格兰,Helgeland,88812,rural,2,0.0,no,NOR,挪威,Norway,,8,173 3048 3088 3126 6071 6111 6187 9208,1,1,3048:摩城(1),"{""steel"": 3, ""tungsten"": 5}","{""infrastructure"": 2}",,NOR;SMI,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\923-Helgeland.txt
924,特罗姆斯,Troms,142100,rural,2,0.0,no,NOR,挪威,Norway,,9,44 91 3058 3082 6079 6107 6130 11050 11090,1,1,11050:特罗姆瑟(1),"{""tungsten"": 5}","{""air_base"": 1, ""infrastructure"": 1}","{""11050"": {""naval_base"": 2}}",NOR;SMI,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\924-Troms.txt
925,芬马克,Finnmark,142100,pastoral,1,0.0,no,NOR,挪威,Norway,,20,22 64 76 128 2995 3016 3040 6015 6092 9042 9064 9089 9116 9128 9191 11034 11063 11077 11104 11169,1,1,9116:希尔克内斯(1),"{""tungsten"": 5}","{""infrastructure"": 1}","{""9116"": {""naval_base"": 3}}",NOR;SMI,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\925-Finnmark.txt
926,图尔库,Turku,529300,town,4,0.0,no,FIN,芬兰,Finland,,9,32 169 3009 3083 3117 6066 9094 9194 13101,3,6,3083:图尔库(3); 3117:波里(2); 169:赖于马(1),,"{""air_base"": 2, ""arms_factory"": 1, ""dockyard"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}","{""3083"": {""coastal_bunker"": 1, ""naval_base"": 3}}",FIN,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\926-Turku.txt
927,海梅,Häme,404500,rural,2,0.0,no,FIN,芬兰,Finland,,14,3025 3137 6047 6163 9160 9167 11066 11172 13100 13102 13103 13106 13107 67,3,6,3137:坦佩雷(3); 67:拉赫蒂(2); 9167:海门林纳(1),,"{""infrastructure"": 1}",,FIN,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\927-Hame.txt
928,屈米,Kymi,43457,rural,2,0.0,no,FIN,芬兰,Finland,,8,52 139 3061 6082 6186 9183 11056 13105,3,4,3061:科特卡(2); 9183:科沃拉(1); 6082:拉彭兰(1),,"{""infrastructure"": 1}",,FIN,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\928-Kyme.txt
929,奥卢,Oulu,318000,rural,2,0.0,no,FIN,芬兰,Finland,,24,7 82 120 132 158 195 3026 3073 3115 3149 3153 3156 6045 6081 6134 6179 6212 9233 11024 11041 11079 11081 11121 11132,2,3,158:奥卢(2); 3073:苏奥穆斯萨尔米(1),,"{""infrastructure"": 1}",,FIN,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\929-Oulu.txt
930,米凯利,Mikkeli,204200,rural,2,0.0,no,FIN,芬兰,Finland,,11,37 165 3013 3131 9056 9073 9163 11043 11138 13104 13108,2,2,165:米凯利(1); 37:萨翁林纳(1),,"{""infrastructure"": 1}",,FIN,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\930-Mikkeli.txt
931,坎布里亚,Cumbria,745101,town,4,0.0,no,ENG,大不列颠,Great Britain,,4,219 6399 9285 11332,1,3,11332:卡莱尔(3),"{""aluminium"": 5, ""steel"": 20}","{""infrastructure"": 3}",,ENG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\931-Cumbria.txt
932,马恩岛,Isle of Man,51000,small_island,1,0.0,no,ENG,大不列颠,Great Britain,,1,3311,1,1,3311:道格拉斯(1),,"{""infrastructure"": 3}","{""3311"": {""naval_base"": 1}}",ENG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\932-Isle of Man.txt
933,设得兰群岛,Shetland Islands,18000,tiny_island,0,0.0,no,ENG,大不列颠,Great Britain,,1,6196,0,0,,,"{""infrastructure"": 1}","{""6196"": {""naval_base"": 1}}",ENG;SCO,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\933-Shetland.txt
934,斯库台,Shkodër,246933,rural,2,5.0,no,ALB,阿尔巴尼亚王国,Albanian Kingdom,,3,3896 9780 11762,1,3,9780:斯库台(3),"{""aluminium"": 1.0, ""chromium"": 1.0, ""coal"": 1}","{""industrial_complex"": 1, ""infrastructure"": 2}",,ALB,ITA,,"{""1939.4.12"": {""claims"": [], ""controller"": ""ITA"", ""cores"": [], ""other_keys"": [""remove_claim_by""], ""owner"": ""ITA"", ""province_buildings"": {}, ""state_buildings"": {}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\934-Shkoder.txt
935,塞阿拉,Ceará,1632000,town,4,0.0,no,BRA,巴西,Brazil,,4,2132 2178 5107 8179,1,2,5107:福塔雷萨(2),,"{""industrial_complex"": 1, ""infrastructure"": 2}","{""5107"": {""naval_base"": 3}}",BRA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\935 - Ceara.txt
936,伯南布哥,Pernambuco,2282000,town,4,0.0,no,BRA,巴西,Brazil,,14,1446 1524 2164 2227 5168 5182 7561 8227 10345 10939 10967 10989 10998 12961,1,5,5168:累西腓(5),,"{""industrial_complex"": 1, ""infrastructure"": 3}","{""5168"": {""naval_base"": 1}}",BRA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\936 - Pernambuco.txt
937,皮奥伊,Piauí,1800000,rural,2,0.0,no,BRA,巴西,Brazil,,5,2228 5153 5204 10984 13275,1,1,5153:特雷西纳(1),,"{""industrial_complex"": 1, ""infrastructure"": 2}",,BRA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\937 - Piaui.txt
938,帕拉,Pará,975050,pastoral,1,0.0,no,BRA,巴西,Brazil,,8,2035 2214 10874 10956 12853 12999 13274 13354,1,3,12853:贝伦(3),"{""rubber"": 10.0}","{""infrastructure"": 1}","{""12853"": {""naval_base"": 2}}",BRA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\938 - Para.txt
939,阿马帕,Amapá,350000,pastoral,1,0.0,no,BRA,巴西,Brazil,,2,4980 13276,2,3,5214:博阿维斯塔(1); 4980:马卡帕(2),"{""aluminium"": 4.0}","{""infrastructure"": 1}","{""4980"": {""naval_base"": 2}}",BRA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\939 - Amapa.txt
940,阿克里,Acre,463559,pastoral,1,0.0,no,BRA,巴西,Brazil,,3,13278 13279 13280,1,2,13278:里奥布朗库(2),"{""aluminium"": 6}","{""infrastructure"": 1}",,BRA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\940 - Acre.txt
941,托坎廷斯,Tocantins,1662200,rural,2,0.0,no,BRA,巴西,Brazil,,4,2168 5151 13281 13282,1,1,5151:帕尔马斯(1),,"{""infrastructure"": 0}",,BRA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\941 - Tocantins.txt
942,瓜波雷,Guaporé,120000,pastoral,1,0.0,no,BRA,巴西,Brazil,,3,12939 13283 13284,1,2,12939:波多韦柳(2),,"{""infrastructure"": 1}",,BRA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\942 - Rondonia.txt
943,圣埃斯皮里图,Espírito Santo,4603600,town,4,0.0,no,BRA,巴西,Brazil,,3,2153 8196 10999,1,5,10999:维多利亚(5),"{""steel"": 1}","{""industrial_complex"": 2, ""infrastructure"": 2}","{""10999"": {""naval_base"": 1}}",BRA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\943 - Espirito Santo.txt
944,巴拉那,Paraná,961350,rural,2,0.0,no,BRA,巴西,Brazil,,7,2109 4533 4587 5156 5178 8181 8239,1,2,8181:库里蒂巴(2),,"{""air_base"": 1, ""infrastructure"": 2}",,BRA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\944 - Parana.txt
945,塞罗拉戈,Cerro Largo,500230,town,4,0.0,no,URG,乌拉圭,Uruguay,,4,1641 1654 10347 12481,1,1,1641:梅洛(1),"{""steel"": 2}","{""dockyard"": 1, ""industrial_complex"": 2, ""infrastructure"": 2}",,URG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\945 - Cerro Largo.txt
946,派桑杜,Paysandú,320000,rural,2,0.0,no,URG,乌拉圭,Uruguay,,5,1613 1626 10502 12440 12468,2,3,12468:萨尔托(2); 10502:派桑杜(1),"{""oil"": 3}","{""arms_factory"": 1, ""infrastructure"": 1}",,URG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\946 - Paysandu.txt
947,塔克纳-莫克瓜,Tacna-Moquegua,130000,rural,2,0.0,no,PRU,秘鲁独立国,Peruvian Independent State,,2,13086 13287,1,2,13086:塔克纳(2),"{""tungsten"": 2}","{""industrial_complex"": 1, ""infrastructure"": 2}",,PRU,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\947 - Tacna.txt
948,复活节岛,Easter Island,6600,small_island,1,0.0,no,CHL,智利共和国,Chilean Republic,,1,13294,1,1,13294:安加罗阿(1),,"{""infrastructure"": 1}","{""13294"": {""naval_base"": 1}}",CHL;RAP,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\948 - Easter Island.txt
